Name	Extension	Date accessed	Date modified	Date created	Folder Path	sensorid	join
WE1MRDH1.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH1.jpg110040
WE1MRDH3.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH3.jpg110040
WE1MRDH4.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH4.jpg110040
WE1MRDH5.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH5.jpg110040
WE1MRDH6.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH6.jpg110040
WE1MRDH7.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH7.jpg110040
WE1MRDH8.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH8.jpg110040
WE1MRDH9.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDH9.jpg110040
WE1MRDHA.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDHA.jpg110040
WE1MRDHB.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDHB.jpg110040
WE1MRDHC.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDHC.jpg110040
WE1MRDHD.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDHD.jpg110040
WE1MRDHE.jpg	.jpg	30.12.2022 18:19	13.04.2021 09:46	30.12.2022 18:19	C:\Users\lenovo\AppData\Roaming\QGIS\QGIS3\profiles\SF_Ewidencja_drog\python\plugins\mms_foto_viewer\example\03-Datenpaket-Testdatensatz-Kappazunder-2020\Bild_Rohdaten\Trajektorie_17134\sensorid\110040\	110040	WE1MRDHE.jpg110040
